id	причина	начало
27768	не по делу (счёт 0)	Не стоит прерывать
27769	не по делу (счёт 0)	Так кайф не?
27957	не по делу (счёт 2)	Напишите пожалуйста какие задачи будут на рк2
28004	не по делу (счёт 2)	типо описать язык? через кс грамматику или регулярку?
28005	не по делу (счёт 0)	Хезе, когда говорила список задач мы не проходили ее еще
28006	не по делу (счёт 0)	а на семе мы что с такими задачами делали
28007	не по делу (счёт 0)	Молились
28009	не по делу (счёт 2)	Так что, наверное, в рк также будет
28218	не по делу (счёт 0)	Завтра в 19 пара)
28219	не по делу (счёт 2)	С рк?
28220	не по делу (счёт 0)	Или просто пара
28221	не по делу (счёт 0)	зачем
28222	не по делу (счёт 2)	Как консультация к рк
28227	не по делу (счёт 0)	Никто не чекал, гпт норм решает типовые задачки?
28328	не по делу (счёт 0)	Тониту устроили в уник по итогу или как?
